Date,Product,Sales,Region,Profit
09-04-2024,Smartphone,501.29,South,54.08
10-04-2024,Smartphone,792.24,Central,221.45
10-04-2024,Keyboard,85.45,East,20.9
10-04-2024,Laptop,982.13,Central,287.8
11-04-2024,Keyboard,20.57,Central,6.36
11-04-2024,Mouse,35.04,East,12.89
11-04-2024,Monitor,1190.69,West,208.5
11-04-2024,Smartphone,175.44,North,42.74
11-04-2024,Mouse,57.54,East,16.49
11-04-2024,Mouse,48.29,South,15.73
12-04-2024,Smartphone,680.8,North,125.99
12-04-2024,Monitor,1198.19,South,222.23
13-04-2024,Monitor,948.31,North,296.69
13-04-2024,Smartphone,518,West,102.05
13-04-2024,Tablet,677.98,Central,152.02
13-04-2024,Mouse,59.13,West,12.29
13-04-2024,Tablet,517.94,East,106.2
13-04-2024,Tablet,712.23,West,97.32
13-04-2024,Mouse,42.95,East,9.53
13-04-2024,Mouse,77.9,Central,31.06
14-04-2024,Laptop,575.36,Central,162.5
14-04-2024,Monitor,1398.69,East,279.2
14-04-2024,Monitor,1054.21,Central,351.85
14-04-2024,Monitor,1268.99,West,192.69
14-04-2024,Laptop,1434.23,North,436.43
14-04-2024,Smartphone,438.23,South,72.15
14-04-2024,Monitor,734.14,North,213.33
14-04-2024,Tablet,604.65,Central,153.3
14-04-2024,Tablet,511.42,East,89.33
15-04-2024,Mouse,22.04,East,8.55
15-04-2024,Smartphone,791.44,North,224.44
15-04-2024,Smartphone,511.98,South,132.24
16-04-2024,Tablet,811.41,West,206.92
16-04-2024,Laptop,458.68,Central,96.68
16-04-2024,Tablet,203.05,West,55.43
16-04-2024,Tablet,264.08,Central,43.25
17-04-2024,Smartphone,269.45,South,74.5
17-04-2024,Tablet,415.32,North,87.53
17-04-2024,Smartphone,409.98,East,54.72
17-04-2024,Mouse,60.38,South,23.27
17-04-2024,Laptop,1189.58,North,262.35
18-04-2024,Keyboard,41.77,East,11.6
18-04-2024,Laptop,1435.47,East,306.3
18-04-2024,Laptop,1261.47,North,312.48
19-04-2024,Smartphone,214.87,West,22.85
19-04-2024,Laptop,434.45,Central,76.85
19-04-2024,Keyboard,26.35,Central,9.66
20-04-2024,Tablet,845.47,West,234.9
20-04-2024,Smartphone,794.92,South,195.98
20-04-2024,Keyboard,34.23,East,8.12
20-04-2024,Monitor,1032.02,West,259.19
20-04-2024,Monitor,778.39,Central,244.36
20-04-2024,Smartphone,639.63,Central,174.06
21-04-2024,Tablet,655.35,South,127.58
21-04-2024,Tablet,644.6,West,118.23
21-04-2024,Laptop,779.49,North,253.51
21-04-2024,Mouse,57.12,North,19.18
21-04-2024,Laptop,988.65,East,294.55
22-04-2024,Laptop,1415.57,North,254.24
22-04-2024,Monitor,575.88,North,105.69
22-04-2024,Laptop,674.42,South,191.53
23-04-2024,Monitor,802.07,East,151.93
23-04-2024,Tablet,193.26,East,57.01
23-04-2024,Monitor,509.11,Central,171.23
24-04-2024,Laptop,1221.22,South,332.69
24-04-2024,Laptop,1428.21,East,325.26
24-04-2024,Keyboard,29.38,North,10.06
25-04-2024,Keyboard,59.45,South,17.65
25-04-2024,Keyboard,57.81,West,22.78
25-04-2024,Tablet,312.02,South,89.49
25-04-2024,Monitor,1166.06,West,239.4
26-04-2024,Monitor,505.87,East,159.3
26-04-2024,Smartphone,198.11,North,23.51
26-04-2024,Smartphone,660.71,North,180.8
26-04-2024,Laptop,1205.29,North,233.41
27-04-2024,Monitor,1147.36,West,296.5
27-04-2024,Mouse,80.55,West,18.29
27-04-2024,Laptop,1277.8,West,292.99
28-04-2024,Tablet,536.58,Central,59.29
28-04-2024,Keyboard,56.91,South,19.6
28-04-2024,Tablet,761.98,East,96.2
28-04-2024,Keyboard,68.42,Central,22.98
29-04-2024,Mouse,63.99,Central,16.6
30-04-2024,Laptop,503.39,East,106.38
30-04-2024,Monitor,720.77,North,129.8
30-04-2024,Tablet,767.77,North,183.19
30-04-2024,Mouse,40.71,West,8.78
30-04-2024,Tablet,388.45,West,71.07
01-05-2024,Mouse,86.61,Central,22.43
01-05-2024,Laptop,1379.71,East,340.09
01-05-2024,Mouse,56.39,North,18.16
02-05-2024,Laptop,1369.97,North,317.33
02-05-2024,Laptop,1075.8,North,190.1
02-05-2024,Laptop,645.28,West,193.54
02-05-2024,Keyboard,22.48,North,5.23
02-05-2024,Mouse,36.41,West,13.51
03-05-2024,Monitor,1134.81,South,270.53
03-05-2024,Laptop,497.46,South,131.92
03-05-2024,Monitor,371.65,North,106.93
03-05-2024,Tablet,696.58,Central,79.53
03-05-2024,Smartphone,177.11,South,34.97
04-05-2024,Smartphone,197.45,South,37.18
04-05-2024,Mouse,54.24,East,13.76
04-05-2024,Keyboard,40.32,East,15.27
04-05-2024,Monitor,937.15,Central,261.89
04-05-2024,Monitor,1185.31,South,365.63
05-05-2024,Laptop,741.31,West,120.92
05-05-2024,Smartphone,484.94,South,131.35
05-05-2024,Keyboard,64.41,North,22.84
05-05-2024,Tablet,163.43,South,18.38
05-05-2024,Mouse,83.7,Central,28.51
05-05-2024,Tablet,573,East,147.81
06-05-2024,Monitor,1320.82,North,407.77
06-05-2024,Laptop,446.24,Central,94.47
06-05-2024,Tablet,649.86,East,150.57
07-05-2024,Keyboard,50.65,East,10.75
07-05-2024,Monitor,1205.82,West,398.13
07-05-2024,Keyboard,60.2,West,14.82
08-05-2024,Laptop,701.84,West,167.92
08-05-2024,Mouse,38.25,South,13.59
08-05-2024,Laptop,993.73,South,297.1
08-05-2024,Tablet,636.67,East,157.99
08-05-2024,Tablet,813.29,West,240.86
08-05-2024,Monitor,403.84,West,128.95
08-05-2024,Keyboard,59.81,East,13.23
08-05-2024,Keyboard,92.26,Central,19.4
09-05-2024,Smartphone,218.21,West,59.06
09-05-2024,Tablet,219.17,East,49.56
10-05-2024,Laptop,1013.03,South,310.96
10-05-2024,Tablet,164.98,West,43.23
10-05-2024,Laptop,978.85,East,156.54
10-05-2024,Smartphone,589.66,South,106.16
10-05-2024,Laptop,1304.97,East,292.64
11-05-2024,Mouse,37.5,West,9.83
11-05-2024,Laptop,619.8,Central,201.03
11-05-2024,Monitor,441.49,North,106.04
11-05-2024,Tablet,581.12,West,109.33
12-05-2024,Smartphone,660.99,Central,193.81
12-05-2024,Keyboard,81.33,Central,18.73
12-05-2024,Mouse,36.13,Central,11.46
12-05-2024,Mouse,62.43,West,22.77
13-05-2024,Smartphone,160.6,North,24.76
13-05-2024,Monitor,374.58,West,81.09
13-05-2024,Mouse,38.15,West,14.45
13-05-2024,Tablet,577.04,West,70.24
13-05-2024,Smartphone,841,South,129.26
13-05-2024,Monitor,1022.3,Central,297.84
14-05-2024,Keyboard,61.11,East,14.22
14-05-2024,Smartphone,165.59,South,46.68
14-05-2024,Smartphone,192.88,North,55.46
